2024-02-19 03:54:38.641738,INFO,orders_service.py,208,北京市,昌平区,这里是日志信息......
2024-02-19 03:54:38.641868,INFO,base_network.py,601,山东省,济南市,这里是日志信息......
2024-02-19 03:54:38.641922,INFO,barcode_service.py,92,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.641987,INFO,event.py,794,重庆市,九龙坡区,这里是日志信息......
2024-02-19 03:54:38.642038,INFO,event.py,332,广东省,广州市,这里是日志信息......
2024-02-19 03:54:38.642081,INFO,barcode_service.py,153,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.642122,WARN,orders_service.py,593,江苏省,常州市,这里是日志信息......
2024-02-19 03:54:38.642151,ERROR,goods_manager.py,4815,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.642171,INFO,user_manager.py,776,北京市,大兴区,这里是日志信息......
2024-02-19 03:54:38.642191,ERROR,event.py,458,江苏省,无锡市,这里是日志信息......
2024-02-19 03:54:38.642211,INFO,goods_manager.py,473,山东省,青岛市,这里是日志信息......
2024-02-19 03:54:38.642233,INFO,orders_service.py,470,安徽省,芜湖市,这里是日志信息......
2024-02-19 03:54:38.642253,INFO,orders_service.py,443,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.642275,INFO,orders_service.py,243,江苏省,苏州市,这里是日志信息......
2024-02-19 03:54:38.642296,INFO,orders_service.py,322,北京市,丰台区,这里是日志信息......
2024-02-19 03:54:38.642315,INFO,event.py,621,浙江省,绍兴市,这里是日志信息......
2024-02-19 03:54:38.642334,INFO,orders_service.py,595,安徽省,阜阳市,这里是日志信息......
2024-02-19 03:54:38.642354,INFO,goods_manager.py,412,重庆市,万州区,这里是日志信息......
2024-02-19 03:54:38.642373,INFO,goods_manager.py,97,江苏省,苏州市,这里是日志信息......
2024-02-19 03:54:38.642393,INFO,user_manager.py,577,江苏省,南京市,这里是日志信息......
2024-02-19 03:54:38.642412,INFO,event.py,865,天津市,和平区,这里是日志信息......
2024-02-19 03:54:38.642432,INFO,orders_service.py,898,天津市,武清区,这里是日志信息......
2024-02-19 03:54:38.642453,INFO,event.py,508,浙江省,湖州市,这里是日志信息......
2024-02-19 03:54:38.642472,INFO,event.py,282,上海市,徐汇区,这里是日志信息......
2024-02-19 03:54:38.642493,INFO,base_network.py,69,广东省,深圳市,这里是日志信息......
2024-02-19 03:54:38.642513,INFO,shop_manager.py,306,广东省,广州市,这里是日志信息......
2024-02-19 03:54:38.642533,INFO,event.py,213,广东省,珠海市,这里是日志信息......
2024-02-19 03:54:38.642554,INFO,barcode_service.py,882,江苏省,南京市,这里是日志信息......
2024-02-19 03:54:38.642573,INFO,user_manager.py,136,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.642593,WARN,event.py,514,上海市,杨浦区,这里是日志信息......
2024-02-19 03:54:38.642612,INFO,orders_service.py,51,湖北省,恩施土家族苗族自治州,这里是日志信息......
2024-02-19 03:54:38.642632,INFO,shop_manager.py,913,江苏省,苏州市,这里是日志信息......
2024-02-19 03:54:38.642652,INFO,shop_manager.py,8141,天津市,河东区,这里是日志信息......
2024-02-19 03:54:38.642680,INFO,event.py,442,安徽省,六安市,这里是日志信息......
2024-02-19 03:54:38.642701,WARN,user_manager.py,571,安徽省,六安市,这里是日志信息......
2024-02-19 03:54:38.642720,INFO,base_network.py,634,上海市,静安区,这里是日志信息......
2024-02-19 03:54:38.642739,ERROR,event.py,296,重庆市,沙坪坝区,这里是日志信息......
2024-02-19 03:54:38.642758,INFO,goods_manager.py,823,山东省,菏泽市,这里是日志信息......
2024-02-19 03:54:38.642777,ERROR,orders_service.py,597,北京市,丰台区,这里是日志信息......
2024-02-19 03:54:38.642827,INFO,orders_service.py,203,广东省,深圳市,这里是日志信息......
2024-02-19 03:54:38.642865,WARN,orders_service.py,891,北京市,大兴区,这里是日志信息......
2024-02-19 03:54:38.642887,INFO,goods_manager.py,612,浙江省,嘉兴市,这里是日志信息......
2024-02-19 03:54:38.642907,INFO,barcode_service.py,168,山东省,青岛市,这里是日志信息......
2024-02-19 03:54:38.642927,INFO,orders_service.py,544,浙江省,丽水市,这里是日志信息......
2024-02-19 03:54:38.642946,INFO,orders_service.py,35,山东省,青岛市,这里是日志信息......
2024-02-19 03:54:38.642966,INFO,event.py,322,湖北省,武汉市,这里是日志信息......
2024-02-19 03:54:38.642985,INFO,user_manager.py,909,山东省,青岛市,这里是日志信息......
2024-02-19 03:54:38.643004,INFO,barcode_service.py,8183,天津市,河东区,这里是日志信息......
2024-02-19 03:54:38.643024,INFO,event.py,989,山东省,青岛市,这里是日志信息......
2024-02-19 03:54:38.643043,INFO,goods_manager.py,561,湖南省,长沙市,这里是日志信息......
2024-02-19 03:54:38.643061,WARN,event.py,4173,广东省,广州市,这里是日志信息......
2024-02-19 03:54:38.643081,INFO,goods_manager.py,3552,广东省,广州市,这里是日志信息......
2024-02-19 03:54:38.643100,INFO,event.py,827,广东省,深圳市,这里是日志信息......
2024-02-19 03:54:38.643119,INFO,shop_manager.py,457,上海市,浦东新区,这里是日志信息......
2024-02-19 03:54:38.643139,INFO,base_network.py,193,安徽省,合肥市,这里是日志信息......
